,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
79518,0.454577,tcp,http,FIN,10,6,890,268,32.99771,254,252,14096.62207,3942.126465,2,1,50.508556,87.432602,2986.974921,143.3545,255,1085899546,862873896,255,0.073445,0.016796,0.056649,89,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79521,1.49399,tcp,-,FIN,10,8,564,354,11.378925,254,252,2720.232422,1659.984375,2,1,159.222556,204.035141,12004.24797,303.590937,255,2120811185,3570857882,255,0.102144,0.065732,0.036412,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79534,0.308975,tcp,http,FIN,10,6,844,268,48.547615,254,252,19677.9668,5799.821777,2,1,29.906667,51.316,1788.892791,68.616125,255,190484778,537118515,255,0.154196,0.05239,0.101806,84,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79539,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79540,35.115669,tcp,http,FIN,430,2748,18490,3721715,90.472432,62,252,4202.568359,847567.1875,0,1368,82.019844,12.84458,89.495469,1481.981478,255,1471849195,121542010,255,0.12391,0.063276,0.060634,43,1354,1,0,4,1,4,2,2,7,0,0,6,4,2,0,Reconnaissance,1
79548,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,3,0,Reconnaissance,1
79564,0.775907,tcp,-,FIN,10,8,564,354,21.909843,254,252,5237.741211,3196.259521,2,1,86.211889,105.385711,6109.58418,151.475344,255,2914474311,4171396002,255,0.087361,0.037451,0.04991,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79570,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,3,0,Reconnaissance,1
79574,4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79578,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79585,0.314145,tcp,http,FIN,10,6,776,268,47.748651,254,252,17800.69727,5704.37207,2,1,31.939889,51.742801,1801.887628,74.03943,255,3475702685,1742809810,255,0.14691,0.055422,0.091488,78,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79591,0.752459,tcp,-,FIN,10,8,564,354,22.592593,254,252,5400.958984,3295.860596,2,1,83.606556,100.206289,5787.304906,156.320063,255,3820862038,1764178225,255,0.056352,0.018528,0.037824,56,44,0,0,1,1,1,1,1,1,0,0,0,20,1,0,Reconnaissance,1
79592,0.340087,tcp,http,FIN,10,6,844,268,44.106361,254,252,17877.7793,5269.239746,2,1,36.968889,54.150199,2237.804428,99.386609,255,140763925,1165435873,255,0.121567,0.069328,0.052239,84,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79594,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,3,0,Reconnaissance,1
79599,1.012359,tcp,-,FIN,10,8,564,354,16.792462,254,252,4014.38623,2449.723877,2,1,105.443778,136.817,6629.814323,197.884406,255,3252867926,3827894389,255,0.159543,0.054633,0.10491,56,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79605,1.201259,tcp,-,FIN,10,8,564,354,14.151819,254,252,3383.117188,2064.500732,2,1,131.742444,170.312719,9407.15651,260.452219,255,3885198429,1122676231,255,0.044343,0.009067,0.035276,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79615,7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79620,0.619556,tcp,http,FIN,10,8,842,354,27.439004,254,252,9787.654297,4002.866455,2,1,60.625111,81.044289,3783.280923,144.353719,255,2001185,1254998026,255,0.122431,0.052243,0.070188,84,44,1,0,1,1,2,1,1,1,0,0,1,1,2,0,Reconnaissance,1
79625,7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,45,1,0,Reconnaissance,1
79628,0.85936,tcp,-,FIN,10,8,564,354,19.782164,254,252,4729.101074,2885.868652,2,1,94.001778,111.18357,5997.928704,173.093984,255,500171605,3987812212,255,0.149461,0.081066,0.068395,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79639,1.179414,tcp,-,FIN,10,8,564,354,14.413937,254,252,3445.778809,2102.739014,2,1,130.046889,167.101859,8780.402697,256.025031,255,2843768506,1284358865,255,0.03957,0.009689,0.029881,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79643,0.441184,tcp,http,FIN,10,6,914,268,33.999419,254,252,14923.47852,4061.797119,2,1,46.060444,72.642602,2370.401982,111.072297,255,679466912,2735571108,255,0.138393,0.077963,0.06043,91,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79648,1.005861,tcp,-,FIN,10,8,564,354,16.900943,254,252,4040.31958,2465.549316,2,1,106.767111,133.483719,6762.729467,190.4735,255,3041428130,691852278,255,0.159196,0.071466,0.08773,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79652,0.53653,tcp,-,FIN,10,10,451,600,35.412744,254,252,6053.715332,8051.739746,2,2,59.614444,56.605332,3717.671551,100.856953,255,1029795689,3055671072,255,0.090099,0.026505,0.063594,45,60,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79656,5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79661,0.269104,tcp,http,FIN,10,6,830,268,55.740531,254,252,22207.02734,6659.135254,2,1,27.800333,41.750398,1584.659022,63.00341,255,3009167934,2836375847,255,0.127351,0.060349,0.067002,83,45,1,0,2,1,1,2,1,1,0,0,1,2,1,0,Reconnaissance,1
79668,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79673,4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,2,1,1,3,0,0,0,2,3,0,Reconnaissance,1
79675,1.044691,tcp,-,FIN,10,8,564,354,16.272755,254,252,3890.145752,2373.907715,2,1,114.074889,138.277578,6933.199097,231.406281,255,637497889,2838572827,255,0.117885,0.076739,0.041146,56,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79676,0.982673,tcp,-,FIN,10,8,564,354,17.299753,254,252,4135.658691,2523.72876,2,1,109.185889,129.57157,6816.363824,204.187578,255,1274751862,2149766658,255,0.109584,0.055409,0.054175,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79677,0.408116,tcp,http,FIN,10,6,922,268,36.754255,254,252,16269.88379,4390.908203,2,1,43.427889,79.985398,3333.590914,144.039656,255,1411679169,1211314725,255,0.044485,0.008184,0.036301,92,45,1,0,1,1,1,1,1,1,0,0,1,3,1,0,Reconnaissance,1
79679,5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79685,1.367692,tcp,http,FIN,10,8,844,354,12.429699,254,252,4445.445312,1813.273804,2,1,149.210889,176.685719,8578.95226,308.415313,255,778712095,3712653787,255,0.197202,0.130891,0.066311,84,44,1,0,1,1,2,1,1,1,0,0,1,1,3,0,Reconnaissance,1
79690,0.694081,tcp,-,FIN,10,8,564,354,24.492818,254,252,5855.224121,3573.070068,2,1,75.436889,97.798,5712.644888,144.439484,255,2821787371,1700502289,255,0.047839,0.009486,0.038353,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79697,0.713331,tcp,-,FIN,10,8,564,354,23.831854,254,252,5697.214844,3476.646973,2,1,76.205,100.877141,6010.861621,142.574297,255,281216328,396203636,255,0.037191,0.007179,0.030012,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79702,4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,2,1,1,0,0,0,2,1,0,Reconnaissance,1
79704,6.49264,ospf,-,REQ,12,0,768,0,1.694226,254,0,867.443726,0.0,0,0,1741.034,0.0,3877.52175,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79717,1.063232,tcp,-,FIN,10,8,564,354,15.988985,254,252,3822.308105,2332.510742,2,1,129.1135,136.460859,216.763,204.251234,255,2905098689,2742279722,255,0.178056,0.108006,0.07005,56,44,0,0,1,1,3,1,1,4,0,0,0,3,1,0,Reconnaissance,1
79719,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,4,1,0,Reconnaissance,1
79724,1.376763,tcp,-,FIN,10,8,564,354,12.347804,254,252,2951.851562,1801.326782,2,1,152.868333,182.761859,8575.949315,285.128531,255,324360864,1887962162,255,0.176845,0.097429,0.079416,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79729,0.850578,tcp,-,FIN,10,8,564,354,19.986409,254,252,4777.927246,2915.664307,2,1,94.508667,113.776,6512.853911,157.845203,255,3177158332,182712938,255,0.112053,0.053498,0.058555,56,44,0,0,1,1,1,1,1,1,0,0,0,20,1,0,Reconnaissance,1
79738,0.808478,tcp,-,FIN,10,8,564,354,21.027165,254,252,5026.729492,3067.492188,2,1,89.720778,108.260289,6239.79696,156.513531,255,412688311,3543675052,255,0.118129,0.050647,0.067482,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79745,59.687565,ospf,-,INT,106,0,28832,0,1.75916,254,0,3827.933105,0.0,0,0,568.453062,0.0,716.658688,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79754,4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,2,0,0,0,2,1,0,Reconnaissance,1
79767,0.735421,tcp,http,FIN,10,6,832,268,20.39648,254,252,8147.713867,2436.699463,2,1,78.913778,135.236594,4560.747857,242.501344,255,3542126417,1584982720,255,0.137857,0.059235,0.078622,83,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79769,0.452386,tcp,http,FIN,10,6,884,268,33.157525,254,252,14076.47461,3961.218994,2,1,47.78,72.993602,2476.868637,115.165102,255,1801521664,2909746681,255,0.157298,0.087409,0.069889,88,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79782,1.293559,tcp,-,FIN,10,8,564,354,13.142037,254,252,3141.719971,1917.191284,2,1,140.511,181.857281,9406.748758,277.395688,255,3800967233,4124482962,255,0.069448,0.020549,0.048899,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79783,0.392792,tcp,http,FIN,10,6,796,268,38.188152,254,252,14603.14941,4562.211426,2,1,41.243889,61.677398,2218.331159,96.304406,255,3619472368,3981245742,255,0.167533,0.084402,0.083131,80,45,1,0,1,1,17,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79791,0.965658,tcp,-,FIN,10,8,564,354,17.604576,254,252,4208.529297,2568.197021,2,1,107.283889,129.252859,7616.253643,181.583844,255,2103973836,3345123689,255,0.118935,0.060879,0.058056,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79796,1.301429,tcp,-,FIN,10,8,564,354,13.062564,254,252,3122.721191,1905.597534,2,1,141.782111,176.772422,10785.27288,265.759625,255,2788485806,3043788318,255,0.13362,0.064015,0.069605,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79798,0.527814,tcp,http,FIN,10,8,854,354,32.208318,254,252,11655.62207,4698.625,2,1,55.676667,71.078141,3543.075376,136.972047,255,261949242,2254643228,255,0.09613,0.030257,0.065873,85,44,1,0,1,1,11,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79806,0.919484,tcp,-,FIN,10,8,564,354,18.48863,254,252,4419.870117,2697.164795,2,1,102.163556,124.11743,7745.747536,189.054188,255,4111895839,957503015,255,0.116919,0.050653,0.066266,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79808,1.347035,tcp,-,FIN,10,8,564,354,12.62031,254,252,3016.996582,1841.080566,2,1,149.670556,178.129859,9735.944126,273.3985,255,610303110,4178170968,255,0.157064,0.064247,0.092817,56,44,0,0,2,1,1,1,1,1,0,0,0,1,3,0,Reconnaissance,1
79809,2.319986,tcp,-,FIN,10,8,564,354,7.32763,254,252,1751.734619,1068.971924,2,1,257.776222,321.871,16831.3899,506.05675,255,2846459704,2966113830,255,0.110508,0.052695,0.057813,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79810,0.421889,tcp,http,FIN,10,6,1024,268,35.554375,254,252,17483.27148,4247.5625,2,1,44.009,72.757203,2709.475371,118.266711,255,3685627229,361770826,255,0.078445,0.058094,0.020351,102,45,1,0,1,1,1,1,1,1,0,0,1,21,1,0,Reconnaissance,1
79814,0.358182,tcp,http,FIN,10,6,878,268,41.87815,254,252,17666.99609,5003.042969,2,1,35.428,60.433,1866.018201,80.514594,255,3273114337,2119293786,255,0.130771,0.056008,0.074763,88,45,1,0,1,1,2,1,1,1,0,0,1,25,1,0,Reconnaissance,1
79817,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79819,1e-06,sctp,-,INT,2,0,640,0,1000000.003,254,0,2560000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,320,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79823,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79828,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,21,1,0,Reconnaissance,1
79831,0.820721,tcp,-,FIN,10,8,564,354,20.713495,254,252,4951.743652,3021.733398,2,1,86.606444,111.822859,6602.045976,157.275891,255,4253026968,1589205303,255,0.092171,0.037958,0.054213,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79832,0.658994,tcp,http,FIN,10,8,986,354,25.796896,254,252,10780.06738,3763.311768,2,1,68.933778,82.25843,4695.24688,122.591414,255,2020457634,2633458080,255,0.128821,0.083176,0.045645,99,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79833,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79836,1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79838,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79840,0.239629,tcp,http,FIN,10,6,748,268,62.596764,254,252,22501.44922,7478.226562,2,1,24.070667,44.984199,1236.419328,69.418875,255,884550801,2658218314,255,0.068067,0.014692,0.053375,75,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79841,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79846,4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,21,1,1,21,0,0,0,21,1,0,Reconnaissance,1
79850,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79869,0.425211,tcp,http,FIN,10,6,800,268,35.276603,254,252,13546.21582,4214.37793,2,1,45.992444,82.590797,3086.976921,152.020406,255,1851460369,3150243060,255,0.061985,0.012254,0.049731,80,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79871,0.733427,tcp,-,FIN,10,8,564,354,23.178858,254,252,5541.110352,3381.38623,2,1,77.822111,94.068141,5752.900781,127.264602,255,3291826325,2926290916,255,0.101112,0.074944,0.026168,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79876,0.6567,tcp,-,FIN,10,8,564,354,25.88701,254,252,6188.518066,3776.458008,2,1,72.055778,90.803141,5423.372408,132.725656,255,4127286500,3661484455,255,0.039394,0.021069,0.018325,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79882,0.205069,tcp,http,FIN,10,6,970,268,73.14611,254,252,34056.82813,8738.521484,2,1,22.785444,32.476199,1154.191122,58.024152,255,4081489343,1767013335,255,0.048272,0.033057,0.015215,97,45,1,0,2,1,1,2,1,1,0,0,1,2,1,0,Reconnaissance,1
79885,1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
79892,0.69353,tcp,http,FIN,10,6,996,268,21.62848,254,252,10347.06445,2583.882324,2,1,70.213889,125.802602,3824.155428,196.168906,255,1014121011,1168905652,255,0.140799,0.064508,0.076291,100,45,1,0,1,1,3,1,1,7,0,0,1,3,1,0,Reconnaissance,1
79896,0.586625,tcp,http,FIN,10,6,882,268,25.569999,254,252,10828.04199,3054.762451,2,1,61.842333,107.726,3442.979626,179.665234,255,3958144817,879743330,255,0.113148,0.047984,0.065164,88,45,1,0,1,1,1,1,1,1,0,0,1,19,1,0,Reconnaissance,1
79901,0.785448,tcp,http,FIN,10,8,946,354,21.643698,254,252,8677.849609,3157.433594,2,1,87.272,99.72057,6147.89765,153.358438,255,2832093424,1208120903,255,0.110441,0.061888,0.048553,95,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79905,1.24751,tcp,-,FIN,10,8,564,354,13.627146,254,252,3257.689453,1987.960083,2,1,134.790556,173.850281,9028.106509,253.632547,255,996695590,3663923357,255,0.04894,0.030555,0.018385,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79907,0.30718,tcp,http,FIN,10,6,948,268,48.831306,254,252,22241.0332,5833.713379,2,1,25.866,49.619398,1384.32431,62.821039,255,3725595064,979507913,255,0.098463,0.059065,0.039398,95,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79911,2.1e-05,udp,-,INT,2,0,168,0,47619.048,254,0,32000000.0,0.0,0,0,0.021,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79916,7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79929,0.817405,tcp,-,FIN,10,8,564,354,20.797524,254,252,4971.831543,3033.991699,2,1,84.672444,112.405289,5880.586232,152.287328,255,1639271628,1640418785,255,0.098554,0.030565,0.067989,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79940,0.812119,tcp,-,FIN,10,8,564,354,20.932893,254,252,5004.192871,3053.739746,2,1,81.717111,106.995711,6032.142144,143.250469,255,4012258622,322648079,255,0.115373,0.063143,0.05223,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79945,0.984434,tcp,-,FIN,10,8,564,354,17.268806,254,252,4128.260254,2519.214111,2,1,107.172444,134.198141,6743.563395,201.489281,255,609401965,1253537937,255,0.17263,0.045038,0.127592,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79948,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79963,1.074601,tcp,-,FIN,10,8,564,354,15.819824,254,252,3781.868652,2307.833252,2,1,118.084778,143.302281,7515.762305,215.343531,255,3575364713,4163659687,255,0.138701,0.071475,0.067226,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79969,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
79973,0.36442,tcp,http,FIN,10,6,856,268,41.161298,254,252,16925.52539,4917.402832,2,1,40.491111,63.336801,2300.153655,113.692703,255,768590968,3685733123,255,0.073309,0.031618,0.041691,86,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
79983,1.465137,tcp,-,FIN,10,8,564,354,11.60301,254,252,2773.802002,1692.674438,2,1,162.69,197.257141,11555.6847,311.623688,255,2684491005,4149626937,255,0.103863,0.084328,0.019535,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
79997,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,45,1,0,Reconnaissance,1
80008,0.992312,tcp,-,FIN,10,8,564,354,17.131708,254,252,4095.486084,2499.213867,2,1,106.084111,131.352281,7092.633943,187.688297,255,3014153041,1029876195,255,0.133485,0.072843,0.060642,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
80014,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
80028,0.82363,tcp,-,FIN,10,8,564,354,20.640337,254,252,4934.254395,3011.060791,2,1,91.514444,107.429289,6099.346319,154.891109,255,680929092,1494319362,255,0.08685,0.034436,0.052414,56,44,0,0,3,1,2,1,1,3,0,0,0,2,3,0,Reconnaissance,1
80034,1.181598,tcp,-,FIN,10,8,564,354,14.387296,254,252,3439.410156,2098.852783,2,1,126.738,155.352141,8649.833542,215.012422,255,702153662,2139925120,255,0.233144,0.094115,0.139029,56,44,0,0,3,1,1,1,1,1,0,0,0,16,1,0,Reconnaissance,1
80049,1.23458,tcp,-,FIN,10,8,564,354,13.769865,254,252,3291.807617,2008.780273,2,1,135.861333,167.354,9640.500896,257.831375,255,2132004177,3761221159,255,0.120778,0.063093,0.057685,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
80054,1.035172,tcp,-,FIN,10,8,564,354,16.422392,254,252,3925.917725,2395.737061,2,1,112.382778,141.030141,6944.41674,238.578109,255,3867923407,1328730807,255,0.103451,0.047952,0.055499,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
80059,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,2,2,2,2,0,0,0,3,2,0,Reconnaissance,1
80060,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,2,2,2,2,0,0,0,3,2,0,Reconnaissance,1
80066,0.304939,tcp,http,FIN,10,6,816,268,49.190166,254,252,19282.54492,5876.584961,2,1,30.425778,47.831602,1499.848975,62.974008,255,3313708230,1606197466,255,0.095566,0.06576,0.029806,82,45,1,0,2,1,1,1,1,1,0,0,1,21,1,0,Reconnaissance,1
80072,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,2,1,1,2,0,0,0,2,2,0,Reconnaissance,1
